City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,bosobolo,4.1833,19.9,27.07,71,100,1.65,CD,1715270679
364,ust-tsilma,65.441,52.1498,-0.22,88,55,4.02,RU,1715270858
365,birobidzhan,48.8,132.95,8.23,32,34,2.86,RU,1715270858
366,tidjikja,18.5564,-11.4271,42.3,5,0,1.31,MR,1715270858
367,balotra,25.8333,72.2333,36.33,22,11,7.98,IN,1715270858
368,dudinka,69.4058,86.1778,-10.74,94,7,4.02,RU,1715270858
369,palmer,42.1584,-72.3287,18.04,51,75,5.14,US,1715270859
370,likasi,-10.9814,26.7333,19.3,64,67,1.65,CD,1715270859
371,obra,24.4167,82.9833,28.33,47,96,3.41,IN,1715270859
372,polessk,54.862,21.1028,16.03,74,73,4.88,RU,1715270859
373,howard springs,-12.497,131.047,26.95,97,100,1.59,AU,1715270859
374,penja,4.6391,9.6799,30.46,67,100,2.1,CM,1715270859
375,quakenbruck,52.6833,7.95,20.89,57,99,1.51,DE,1715270859
376,damghan,36.1683,54.348,14.06,54,100,0.46,IR,1715270860
377,olinda,-8.0089,-34.8553,28.85,84,75,5.14,BR,1715270808
378,imst,47.2684,10.6698,6.94,76,99,1.58,AT,1715270860
379,mbaiki,3.8678,17.9892,26.38,73,100,2.14,CF,1715270860
380,oriximina,-1.7656,-55.8661,31.22,68,39,2.17,BR,1715270860
381,zaozersk,69.4005,32.4476,-1.55,79,95,3.78,RU,1715270860
382,yung shue wan,22.2333,114.1167,25.68,69,100,0.89,HK,1715270861
383,bakchar,57.0186,82.0711,11.63,58,100,3.16,RU,1715270861
384,balad,34.0164,44.1453,27.67,24,94,3.07,IQ,1715270861
385,newala kisimani,-10.95,39.2833,19.75,91,43,2.1,TZ,1715270861
386,hasaki,35.7333,140.8333,8.22,47,0,5.45,JP,1715270861
387,kalmunai,7.4167,81.8167,27.81,83,98,3.95,LK,1715270861
388,alpena,45.0617,-83.4327,13.18,63,75,4.63,US,1715270862
389,alice,27.7523,-98.0697,32.69,70,100,2.57,US,1715270862
390,freeport,40.6576,-73.5832,20.99,57,0,6.69,US,1715270772
391,pokhara,28.2333,83.9833,18.81,58,89,2.79,NP,1715270582
392,soto la marina,23.7667,-98.2167,40.6,23,3,0.6,MX,1715270862
393,nicoya,10.1483,-85.452,31.22,63,99,2.0,CR,1715270785
394,chui,-33.6971,-53.4616,14.06,62,0,3.37,UY,1715270863
395,ziro,27.6333,93.8333,10.05,96,30,1.15,IN,1715270863
396,cessnock,-32.8333,151.35,17.3,89,92,1.39,AU,1715270863
397,portland,45.5234,-122.6762,17.22,65,20,1.79,US,1715270683
398,robbah,33.2797,6.9098,25.38,23,0,1.21,DZ,1715270863
399,poso,-1.3959,120.7524,25.42,90,100,1.42,ID,1715270863
400,lagunillas,10.1301,-71.2595,30.6,69,98,2.98,VE,1715270864
401,arua,3.0201,30.9111,21.14,86,100,1.4,UG,1715270864
402,merizo village,13.2658,144.6691,27.85,92,44,6.08,GU,1715270864
403,edd,13.9297,41.6925,31.5,71,72,5.01,ER,1715270864
404,thurgoona,-36.0451,146.9919,14.33,90,100,1.32,AU,1715270864
405,dampit,-8.2116,112.7493,22.3,99,57,0.49,ID,1715270864
406,antigonish,45.6169,-61.9986,5.71,97,100,2.24,CA,1715270864
407,vanimo,-2.6741,141.3028,26.29,86,100,1.86,PG,1715270865
408,tannum sands,-23.9504,151.3693,20.94,83,75,4.12,AU,1715270865
409,krasnogorskiy,54.6025,61.231,5.51,52,90,4.25,RU,1715270865
410,merefa,49.8197,36.0519,9.14,47,7,3.71,UA,1715270782
411,lazaro cardenas,17.9583,-102.2,27.39,61,15,1.73,MX,1715270865
412,pangkalan brandan,4.0238,98.2782,26.0,89,62,1.03,ID,1715270838
413,ayorou,14.7308,0.9174,44.51,6,5,1.45,NE,1715270866
414,ketchikan,55.3422,-131.6461,9.26,93,100,3.09,US,1715270866
415,blama,7.8736,-11.3433,32.08,58,89,2.65,SL,1715270866
416,khmelnytskyi,49.4216,26.9965,14.25,61,54,1.35,UA,1715270866
417,jinka,5.65,36.65,19.15,90,99,1.46,ET,1715270866
418,riyadh,24.6877,46.7219,31.08,17,1,5.26,SA,1715270570
419,la ronge,55.1001,-105.2842,13.47,44,24,6.01,CA,1715270867
420,hinton,53.4001,-117.5857,13.49,38,99,2.52,CA,1715270867
421,cockburn town,21.4612,-71.1419,25.44,72,76,5.15,TC,1715270867
422,ipiales,0.8302,-77.6496,15.97,72,75,2.57,CO,1715270668
423,taltal,-25.4,-70.4833,17.59,72,100,2.22,CL,1715270867
424,hobyo,5.3505,48.5268,29.59,78,96,5.46,SO,1715270867
425,andergrove,-21.0833,149.1833,19.71,80,100,7.83,AU,1715270868
426,saldanha,-33.0117,17.9442,14.73,81,0,2.21,ZA,1715270868
427,kotlas,61.2611,46.6556,0.03,69,100,6.26,RU,1715270868
428,zaruma,-3.6833,-79.6167,19.97,69,59,1.83,EC,1715270868
429,jimenez,28.3333,-105.4,29.03,10,1,5.9,MX,1715270654
430,yelizovo,53.1873,158.3805,4.33,60,3,4.02,RU,1715270869
431,taro,-8.3862,115.28,23.0,100,100,0.66,ID,1715270869
432,colonia,50.9333,6.95,20.66,51,0,4.63,DE,1715270814
433,coahuayana de hidalgo,18.7,-103.6583,28.49,57,1,2.57,MX,1715270869
434,pariaman,-0.619,100.12,27.03,85,100,1.54,ID,1715270869
435,lhasa,29.65,91.1,7.51,69,100,2.32,CN,1715270869
436,muhos,64.808,25.9931,4.38,46,99,3.13,FI,1715270870
437,rosarito,32.3333,-117.0333,16.93,72,40,2.37,MX,1715270663
438,luwuk,-0.9516,122.7875,23.49,87,100,0.86,ID,1715270838
439,newman,37.3138,-121.0208,20.14,52,4,3.58,US,1715270858
440,cabo san lucas,22.8909,-109.9124,30.9,39,0,2.57,MX,1715270730
441,ashmun,30.2986,30.9764,33.47,6,64,3.08,EG,1715270870
442,northam,51.0333,-4.2167,20.14,76,76,1.72,GB,1715270870
443,colac,-38.3333,143.5833,14.54,94,100,1.06,AU,1715270871
444,venezuela,8.0,-66.0,27.66,77,83,6.41,VE,1715270766
445,paraty,-23.2178,-44.7131,34.52,32,39,1.85,BR,1715270871
446,general pico,-35.6566,-63.7568,14.93,31,1,6.23,AR,1715270871
447,shasta lake,40.6804,-122.3708,20.59,33,3,4.25,US,1715270871
448,saint-pierre,-21.3393,55.4781,24.82,69,0,9.26,RE,1715270826
449,dunedin,-45.8742,170.5036,9.89,66,24,3.13,NZ,1715270789
450,kuantan,3.8077,103.326,26.76,87,96,1.05,MY,1715270872
451,palayan city,15.55,121.0833,27.59,82,28,2.27,PH,1715270872
452,ryki,51.6257,21.9327,17.81,47,20,2.49,PL,1715270872
453,tame,6.461,-71.73,26.18,88,100,2.78,CO,1715270782
454,conde,-7.2597,-34.9075,24.7,94,75,5.66,BR,1715270873
455,ndele,8.4109,20.6473,39.91,8,7,2.79,CF,1715270873
456,gogrial,8.5332,28.1004,38.22,10,83,1.37,SS,1715270873
457,palikir - national government center,6.9248,158.1611,27.67,78,100,8.49,FM,1715270873
458,tevriz,57.509,72.4042,15.31,85,63,6.6,RU,1715270873
459,almansa,38.8692,-1.0971,27.21,41,100,6.2,ES,1715270873
460,balkanabat,39.5108,54.3671,21.6,39,89,4.53,TM,1715270873
461,puerto armuelles,8.2833,-82.8667,29.99,77,71,1.79,PA,1715270759
462,nizhnyaya tavda,57.6731,66.1725,5.95,80,98,3.29,RU,1715270874
463,mujiayingzi,42.1167,118.7833,20.56,37,100,5.75,CN,1715270874
464,aldan,58.6031,125.3894,-6.47,95,80,1.46,RU,1715270874
465,geraldton,-28.7667,114.6,19.23,77,40,4.12,AU,1715270874
466,spring hill,28.4769,-82.5255,32.91,62,20,4.12,US,1715270874
467,fortaleza,-3.7227,-38.5247,32.07,81,20,7.72,BR,1715270594
468,kavaratti,10.5669,72.642,30.22,69,100,4.72,IN,1715270875
469,flying fish cove,-10.4217,105.6791,26.82,83,40,5.66,CX,1715270875
470,pasni,25.2631,63.471,28.05,83,0,2.95,PK,1715270875
471,conception bay south,47.4999,-52.9981,11.69,67,86,3.44,CA,1715270784
472,nadi,-17.8,177.4167,18.0,82,20,3.09,FJ,1715270778
473,afua,-0.1567,-50.3867,29.6,76,99,1.35,BR,1715270875
474,walterboro,32.9052,-80.6668,28.89,69,40,4.12,US,1715270875
475,donja mahala,45.0469,18.6664,19.99,60,91,4.86,BA,1715270876
476,lamarque,-39.423,-65.7021,15.24,21,87,9.27,AR,1715270876
477,bosaso,11.2842,49.1816,30.61,74,85,3.12,SO,1715270876
478,diapaga,12.0708,1.7889,39.63,24,83,3.87,BF,1715270876
479,galle,6.0367,80.217,28.64,77,81,1.54,LK,1715270876
480,mzuzu,-11.4656,34.0207,16.84,80,49,1.84,MW,1715270876
481,ponta delgada,37.7333,-25.6667,19.4,72,20,6.69,PT,1715270877
482,llallagua,-18.4167,-66.6333,13.0,38,39,1.72,BO,1715270877
483,khoyniki,51.8911,29.9552,9.76,49,53,1.79,BY,1715270877
484,dhangadhi,28.7079,80.5961,28.35,45,38,2.89,NP,1715270582
485,chulym,55.0997,80.9572,14.06,59,100,4.1,RU,1715270877
486,ta'izz,13.5,44.0,25.56,57,97,0.41,YE,1715270878
487,tura,25.5198,90.2201,22.86,72,71,2.17,IN,1715270878
488,priozersk,61.0393,30.1291,6.57,48,98,1.44,RU,1715270878
489,strelka,58.0728,93.0344,3.7,84,100,0.07,RU,1715270878
490,bemetara,21.7,81.5333,32.03,38,0,3.41,IN,1715270878
491,elko,41.0002,-115.5012,10.64,49,9,6.26,US,1715270878
492,kaa-khem,51.6833,94.7333,10.23,47,6,2.1,RU,1715270879
493,saint-joseph,-21.3667,55.6167,24.21,80,54,7.76,RE,1715270879
494,machico,32.7,-16.7667,26.11,76,20,3.6,PT,1715270879
495,usogorsk,63.4106,48.6872,0.93,98,96,1.31,RU,1715270879
496,craig,40.5153,-107.5464,6.97,53,40,3.6,US,1715270879
497,borujen,31.9652,51.2873,13.44,27,0,1.93,IR,1715270880
498,ilheus,-14.7889,-39.0494,29.22,58,0,3.49,BR,1715270880
499,yinchuan,38.4681,106.2731,24.69,27,100,5.87,CN,1715270880
500,tosno,59.54,30.8775,8.9,35,58,3.76,RU,1715270880
501,aroma,15.8167,36.1333,38.23,11,30,3.83,SD,1715270880
502,boguchany,58.3814,97.4531,3.81,79,44,2.24,RU,1715270880
503,sao joao da barra,-21.6403,-41.0511,33.05,80,17,4.99,BR,1715270881
504,saynshand,44.8824,110.1163,13.46,42,100,5.32,MN,1715270881
505,puerto asis,0.5133,-76.5007,23.91,94,100,0.43,CO,1715270881
506,sinan,34.8262,126.1086,14.26,71,0,4.01,KR,1715270881
507,kerimaki,61.9167,29.2833,8.97,25,0,5.14,FI,1715270881
508,zanjan,36.6736,48.4787,11.63,64,20,2.95,IR,1715270881
509,hunchun,42.8675,130.3581,9.79,44,57,1.34,CN,1715270881
510,barah,13.7,30.3667,33.72,7,63,4.27,SD,1715270882
511,kirakira,-10.4544,161.9205,25.45,85,98,3.65,SB,1715270882
512,tabou,4.423,-7.3528,29.88,72,93,2.66,CI,1715270695
513,nobeoka,32.5833,131.6667,12.7,61,0,2.65,JP,1715270882
514,flekkefjord,58.2971,6.6607,11.08,97,100,1.66,NO,1715270882
515,greymouth,-42.4667,171.2,1.85,80,0,2.75,NZ,1715270883
516,masuguru,-11.3667,38.4167,24.41,78,91,1.26,TZ,1715270883
517,morant bay,17.8815,-76.4093,29.99,69,63,4.65,JM,1715270883
518,ust'-ilimsk,58.0006,102.6619,4.13,80,69,4.02,RU,1715270883
519,shingu,33.7333,135.9833,8.9,52,0,3.05,JP,1715270883
520,takoradi,4.8845,-1.7554,29.7,69,100,3.26,GH,1715270883
521,camana,-16.6228,-72.7111,19.27,82,39,2.31,PE,1715270883
522,chunskiy,56.0815,99.6342,5.93,84,99,4.28,RU,1715270884
523,kendari,-3.945,122.4989,24.04,93,99,0.66,ID,1715270884
524,bodaybo,57.8506,114.1933,4.8,98,100,2.21,RU,1715270884
525,tulun,54.5611,100.5792,4.06,78,99,7.33,RU,1715270884
526,olyokminsk,60.3736,120.4264,-0.19,83,99,1.04,RU,1715270884
527,umm kaddadah,13.6017,26.6876,34.64,7,54,5.32,SD,1715270884
528,tomatlan,19.9333,-105.25,29.35,39,0,1.94,MX,1715270885
529,bekondo,4.6819,9.3214,26.92,80,100,1.69,CM,1715270885
530,laojunmiao,39.8333,97.7333,11.06,65,100,8.79,CN,1715270837
531,cabanas,22.9758,-82.9219,32.68,49,1,3.74,CU,1715270885
532,leh,34.1667,77.5833,0.04,44,1,3.44,IN,1715270885
533,almazan,41.4865,-2.5309,24.27,27,97,2.52,ES,1715270886
534,karratha,-20.7377,116.8463,23.97,54,9,2.35,AU,1715270886
535,grajewo,53.6473,22.4554,14.22,69,75,3.22,PL,1715270886
536,todos santos,23.45,-110.2167,30.17,45,48,4.83,MX,1715270718
537,panaba,21.2833,-88.2667,36.73,33,98,6.56,MX,1715270886
538,mushie,-3.0167,16.9,33.21,49,94,1.78,CD,1715270682
539,dzilam gonzalez,21.2833,-88.9333,36.34,35,70,3.66,MX,1715270886
540,greenville,35.6127,-77.3663,27.01,74,75,3.09,US,1715270749
541,salinopolis,-0.6136,-47.3561,29.73,72,67,3.78,BR,1715270752
542,pierre,44.3683,-100.351,17.51,74,0,4.63,US,1715270887
543,susuman,62.7833,148.1667,-0.57,86,85,1.79,RU,1715270887
544,san-pedro,4.7485,-6.6363,29.92,75,92,2.94,CI,1715270887
545,birjand,32.8663,59.2211,20.72,28,0,6.22,IR,1715270888
546,kill devil hills,36.0307,-75.676,27.0,70,75,3.09,US,1715270889
547,yopal,5.3378,-72.3959,25.95,84,99,1.35,CO,1715270783
548,iranshahr,27.2025,60.6848,34.35,10,0,5.22,IR,1715270889
549,hami,42.8,93.45,20.58,32,4,7.37,CN,1715270889
550,dum duma,27.5667,95.5667,21.49,72,26,1.34,IN,1715270889
551,paradip garh,20.3167,86.6167,26.44,73,37,3.94,IN,1715270889
552,taber,49.8167,-112.1518,13.17,53,48,2.51,CA,1715270890
553,ilanskiy,56.2358,96.065,4.92,73,98,2.06,RU,1715270890
554,ulladulla,-35.35,150.4667,14.86,85,100,1.85,AU,1715270890
555,yanam,16.7333,82.2167,25.47,88,100,1.39,IN,1715270890
556,kulhudhuffushi,6.6221,73.07,30.09,72,48,4.07,MV,1715270890
557,rybinsk,58.0446,38.8426,2.4,48,100,7.15,RU,1715270890
558,bandar lampung,-5.4254,105.258,24.12,94,3,0.28,ID,1715270890
559,makarov,48.6333,142.8,4.39,95,100,2.3,RU,1715270891
560,north battleford,52.7834,-108.2847,15.78,47,10,5.59,CA,1715270891
561,inyonga,-6.7167,32.0667,22.57,69,99,1.66,TZ,1715270891
562,grand falls-windsor,48.9332,-55.6649,7.34,60,99,2.64,CA,1715270823
563,dien bien phu,21.3833,103.0167,22.34,96,12,1.1,VN,1715270891
564,backi petrovac,45.3606,19.5917,21.07,58,99,4.92,RS,1715270892
565,kargasok,59.0556,80.8572,13.31,49,100,6.26,RU,1715270892
566,lakota,5.8528,-5.6883,29.4,77,95,1.31,CI,1715270892
567,norilsk,69.3535,88.2027,-11.81,93,13,0.65,RU,1715270600
568,kirkwall,58.9848,-2.9587,11.65,93,75,1.03,GB,1715270892
569,malindi,-3.2175,40.1191,26.74,80,79,7.6,KE,1715270892
570,echuca,-36.1333,144.75,13.87,90,100,3.39,AU,1715270893
571,nyurba,63.2842,118.3319,-3.27,84,87,2.11,RU,1715270893
572,muromtsevo,56.3724,75.2418,17.3,50,100,4.29,RU,1715270893
573,ishikawa,26.4233,127.8214,20.02,75,0,2.06,JP,1715270893
